# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,−0.0093,data,notes/review_results/partB/inference_revision.csv,"line 633; the line holds -0.009344936418783194; anchor: pickle,PhiR ts_gsr W60,primary,did,",B21,ok," the quantity of the workspace account, changed by +0.0007 [−0.0093, +0.0112] (p = 0.90) at the primary var"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0112,data,notes/review_results/partB/inference_revision.csv,"line 633; the line holds 0.011213907412493854; anchor: pickle,PhiR ts_gsr W60,primary,did,",B21,ok,"tity of the workspace account, changed by +0.0007 [−0.0093, +0.0112] (p = 0.90) at the primary variant and "
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.90,data,notes/review_results/partB/inference_revision.csv,"line 633; the line holds 0.8970947265625; anchor: pickle,PhiR ts_gsr W60,primary,did,",B21,ok,"rkspace account, changed by +0.0007 [−0.0093, +0.0112] (p = 0.90) at the primary variant and estimator, "
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.0112,data,notes/review_results/partB/inference_revision.csv,"line 633; the line holds 0.011213907412493854; anchor: pickle,PhiR ts_gsr W60,primary,did,",inv_hi,ok,"nd estimator, an interval that excludes changes larger than 0.0112 nats in either direction, about 12 % of"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,12,derived,,derived: 0.0112 / 0.096 = 11.7 % (IRC PhiR row; RAW PhiR pre_dmt),,ok," changes larger than 0.0112 nats in either direction, about 12 % of its pre-injection level (0.096); n"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.096,data,notes/review_results/inference_rows_raw.csv,"line 8; the line holds 0.09611071618105534; anchor: PhiR ts_gsr W60,primary",pre_dmt 0.0961,ok,"in either direction, about 12 % of its pre-injection level (0.096); no cell's sign-flip p is below 0.05 ("
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.05,design,notes/review_results/partB/inference_revision_tables.md,line 4; anchor: {μ : p(μ) > 0.05},the significance level,ok,"pre-injection level (0.096); no cell's sign-flip p is below 0.05 (sensitivity variant, W = 60: +0.0157 ["
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok," cell's sign-flip p is below 0.05 (sensitivity variant, W = 60: +0.0157 [−0.0024, +0.0341]), and the t"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0157,data,notes/review_results/partB/inference_revision.csv,"line 669; the line holds 0.01571869696976422; anchor: pickle,PhiR ts_demean W60,primary,did",mean +0.01572,ok,"l's sign-flip p is below 0.05 (sensitivity variant, W = 60: +0.0157 [−0.0024, +0.0341]), and the three phas"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,−0.0024,data,notes/review_results/partB/inference_revision.csv,"line 669; the line holds -0.00239995787246801; anchor: pickle,PhiR ts_demean W60,primary,did",inv_lo −0.00241,ok,"flip p is below 0.05 (sensitivity variant, W = 60: +0.0157 [−0.0024, +0.0341]), and the three phase-randomi"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0341,data,notes/review_results/partB/inference_revision.csv,"line 669; the line holds 0.034111163472681685; anchor: pickle,PhiR ts_demean W60,primary,did",inv_hi +0.03410,ok," below 0.05 (sensitivity variant, W = 60: +0.0157 [−0.0024, +0.0341]), and the three phase-randomised p val"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,2,0.05,design,notes/review_results/partB/inference_revision_tables.md,line 4; anchor: {μ : p(μ) > 0.05},the significance level,ok,"4, +0.0341]), and the three phase-randomised p values below 0.05 disagree in sign across variants (S15 T"
Results / 7. Remedies,paragraph 1,1,0.01,design,notes/review_results/partB/whitened_spectrum_tables.md,line 8; anchor: 0.01–0.08 Hz,the band,ok,e the dependence from band-passed data. BOLD band-passed to 0.01–0.08 Hz holds 99.2 % of its power in th
Results / 7. Remedies,paragraph 1,1,0.08,design,notes/review_results/partB/whitened_spectrum_tables.md,line 8; anchor: 0.01–0.08 Hz,the band,ok, dependence from band-passed data. BOLD band-passed to 0.01–0.08 Hz holds 99.2 % of its power in the ban
Results / 7. Remedies,paragraph 1,1,99.2,data,notes/review_results/partB/whitened_spectrum_tables.md,line 10; the line holds 0.992; anchor: @pct|| raw | 0.992,in-band share 0.992 (ts_gsr),ok,"om band-passed data. BOLD band-passed to 0.01–0.08 Hz holds 99.2 % of its power in the band, and at TR 2"
Results / 7. Remedies,paragraph 1,1,2,design,manuscript/analysis_record.md,line 153; anchor: TR = 2 s for this dataset,TR = 2 s,ok,"01–0.08 Hz holds 99.2 % of its power in the band, and at TR 2 s any series confined to the band has r"
Results / 7. Remedies,paragraph 1,2,2,label,,,formula constant (2π),ok, and at TR 2 s any series confined to the band has r₁ ≥ cos(2π × 0.08 Hz × 2 s) = 0.54 (flat in-band 
Results / 7. Remedies,paragraph 1,2,0.08,design,notes/review_results/partB/whitened_spectrum_tables.md,line 8; anchor: in-band share (0.01–0.08 Hz),the band's upper edge,ok,at TR 2 s any series confined to the band has r₁ ≥ cos(2π × 0.08 Hz × 2 s) = 0.54 (flat in-band noise ha
Results / 7. Remedies,paragraph 1,3,2,design,manuscript/analysis_record.md,line 153; anchor: TR = 2 s for this dataset,TR = 2 s,ok,any series confined to the band has r₁ ≥ cos(2π × 0.08 Hz × 2 s) = 0.54 (flat in-band noise has 0.82)
Results / 7. Remedies,paragraph 1,1,0.54,data,notes/review_2026-09-24/checks/derived_r17.out,line 40; the line holds 0.5358; anchor: band-limit bound at TR 2 s: cos(2*pi*0.08*2) = 0.5358,0.5358,ok,"ies confined to the band has r₁ ≥ cos(2π × 0.08 Hz × 2 s) = 0.54 (flat in-band noise has 0.82), so a whi"
Results / 7. Remedies,paragraph 1,1,0.82,data,notes/review_results/partB/whitened_spectrum_tables.md,line 32; the line holds 0.82; anchor: r₁ = 0.82,"flat in-band noise (the 840-sample grid gives 0.8176, S11 Table note)",ok,"r₁ ≥ cos(2π × 0.08 Hz × 2 s) = 0.54 (flat in-band noise has 0.82), so a whitened series with r₁ below 0."
Results / 7. Remedies,paragraph 1,2,0.54,data,notes/review_2026-09-24/checks/derived_r17.out,line 40; the line holds 0.5358; anchor: band-limit bound at TR 2 s: cos(2*pi*0.08*2) = 0.5358,0.5358,ok,"in-band noise has 0.82), so a whitened series with r₁ below 0.54 must carry power outside the band, whic"
Results / 7. Remedies,paragraph 1,1,1,design,notes/review_results/partB/prewhiten_tables.md,line 4; anchor: p by BIC over 1–5,the AR orders searched,ok,"residuals (p by the Bayesian information criterion, BIC, in 1–5, at the cap for 3,218 of 3,220 series"
Results / 7. Remedies,paragraph 1,1,5,design,notes/review_results/partB/prewhiten_tables.md,line 55; anchor: p = 5,p by BIC in 1–5,ok,"siduals (p by the Bayesian information criterion, BIC, in 1–5, at the cap for 3,218 of 3,220 series) "
Results / 7. Remedies,paragraph 1,1,"3,218",data,notes/review_results/partB/prewhiten_tables.md,line 55; the line holds 3218.; anchor: Chosen AR orders (arp ts_gsr),p = 5: 3218,ok,"Bayesian information criterion, BIC, in 1–5, at the cap for 3,218 of 3,220 series) keep r₁ = 0.26 and 34 "
Results / 7. Remedies,paragraph 1,1,"3,220",derived,,"derived: 115 regions × 28 runs = 3,220 (PW line 55)",,ok,"information criterion, BIC, in 1–5, at the cap for 3,218 of 3,220 series) keep r₁ = 0.26 and 34 % of thei"
Results / 7. Remedies,paragraph 1,1,0.26,data,notes/review_results/partB/prewhiten_tables.md,line 28; the line holds +0.2625; anchor: Whitened series: mean lag-1 autocorrelation,+0.2625,ok,"IC, in 1–5, at the cap for 3,218 of 3,220 series) keep r₁ = 0.26 and 34 % of their power above the band,"
Results / 7. Remedies,paragraph 1,1,34,data,notes/review_results/partB/whitened_spectrum_tables.md,line 12; the line holds 0.338; anchor: @pct|| arp | 0.655,above-band share 0.338,ok,"5, at the cap for 3,218 of 3,220 series) keep r₁ = 0.26 and 34 % of their power above the band, agains"
Results / 7. Remedies,paragraph 1,1,0.1,data,notes/review_results/partB/whitened_spectrum_tables.md,line 10; the line holds 0.001; anchor: @pct|| raw | 0.992,above-band share 0.001,ok,"p r₁ = 0.26 and 34 % of their power above the band, against 0.1 % in the raw series; MMI-sts on them is"
Results / 7. Remedies,paragraph 1,1,0.22,data,notes/review_results/partB/prewhiten_tables.md,line 25; the line holds +0.2202; anchor: | sts | +0.2202,MMI-sts level 0.2202,ok,"e band, against 0.1 % in the raw series; MMI-sts on them is 0.22, its contrast −0.026 [−0.064, +0.011] ("
Results / 7. Remedies,paragraph 1,1,−0.026,data,notes/review_results/partB/inference_revision.csv,"line 363; the line holds -0.02619510091368096; anchor: pickle,prewhiten arp MMI sts ts_gsr W60,primary,did,",B21,ok," % in the raw series; MMI-sts on them is 0.22, its contrast −0.026 [−0.064, +0.011] (p = 0.14); AR(1) resi"
Results / 7. Remedies,paragraph 1,1,−0.064,data,notes/review_results/partB/inference_revision.csv,"line 363; the line holds -0.06362237359280624; anchor: pickle,prewhiten arp MMI sts ts_gsr W60,primary,did,",B21,ok,"e raw series; MMI-sts on them is 0.22, its contrast −0.026 [−0.064, +0.011] (p = 0.14); AR(1) residuals ke"
Results / 7. Remedies,paragraph 1,1,+0.011,data,notes/review_results/partB/inference_revision.csv,"line 363; the line holds 0.01072597845768219; anchor: pickle,prewhiten arp MMI sts ts_gsr W60,primary,did,",B21,ok,"ries; MMI-sts on them is 0.22, its contrast −0.026 [−0.064, +0.011] (p = 0.14); AR(1) residuals keep r₁ = "
Results / 7. Remedies,paragraph 1,1,0.14,data,notes/review_results/partB/inference_revision.csv,"line 363; the line holds 0.140625; anchor: pickle,prewhiten arp MMI sts ts_gsr W60,primary,did,",B21,ok," on them is 0.22, its contrast −0.026 [−0.064, +0.011] (p = 0.14); AR(1) residuals keep r₁ = 0.75 and a "
Results / 7. Remedies,paragraph 1,2,1,label,,,AR(1): a name,ok,"s 0.22, its contrast −0.026 [−0.064, +0.011] (p = 0.14); AR(1) residuals keep r₁ = 0.75 and a contras"
Results / 7. Remedies,paragraph 1,1,0.75,data,notes/review_results/partB/whitened_spectrum_tables.md,line 11; the line holds +0.7506; anchor: | ar1 | 0.996,W = 60 r₁ 0.7506,ok,".026 [−0.064, +0.011] (p = 0.14); AR(1) residuals keep r₁ = 0.75 and a contrast of −0.062 (p = 0.0006). "
Results / 7. Remedies,paragraph 1,1,−0.062,data,notes/review_results/partB/inference_revision.csv,"line 495; the line holds -0.061990110929853195; anchor: pickle,prewhiten ar1 MMI sts ts_gsr W60,primary,did,",B21,ok,p = 0.14); AR(1) residuals keep r₁ = 0.75 and a contrast of −0.062 (p = 0.0006). Prewhitening also has cos
Results / 7. Remedies,paragraph 1,1,0.0006,data,notes/review_results/partB/inference_revision.csv,"line 495; the line holds 0.0006103515625; anchor: pickle,prewhiten ar1 MMI sts ts_gsr W60,primary,did,",B21,ok,R(1) residuals keep r₁ = 0.75 and a contrast of −0.062 (p = 0.0006). Prewhitening also has costs: on Human
Results / 7. Remedies,paragraph 1,1,42,literature,notes/review_2026-09-22/citation_pass_2026-09-22.md,line 321; anchor: an FPR of 41.8%,Cliff et al. 2021,ok,I a mutual-information test's false-positive rate rose from 42 % to over 88 % after AR(p) prewhitening
Results / 7. Remedies,paragraph 1,1,88,literature,notes/review_2026-09-22/citation_pass_2026-09-22.md,line 321; anchor: an FPR of 41.8%,Cliff et al. 2021,ok,formation test's false-positive rate rose from 42 % to over 88 % after AR(p) prewhitening (Cliff et al
Results / 7. Remedies,paragraph 2,1,0.848,data,notes/review_results/inference_rows_raw.csv,"line 14; the line holds 0.8479260607023554; anchor: autocorr ts_gsr W60,primary",raw pre_dmt 0.8479,ok,emodynamic response function (HRF; S2 Text) lowered r₁ from 0.848 to 0.783 and sts from 1.155 to 0.832 an
Results / 7. Remedies,paragraph 2,1,0.783,data,notes/review_results/inference_rows_deconv.csv,"line 2; the line holds 0.7833314326251077; anchor: autocorr_deconv ts_gsr W60,primary",deconvolved pre_dmt 0.7833,ok,c response function (HRF; S2 Text) lowered r₁ from 0.848 to 0.783 and sts from 1.155 to 0.832 and left th
Results / 7. Remedies,paragraph 2,1,1.155,data,notes/review_results/inference_rows_raw.csv,"line 2; the line holds 1.155376719125973; anchor: sts ts_gsr W60,primary",raw pre_dmt 1.1554,ok, (HRF; S2 Text) lowered r₁ from 0.848 to 0.783 and sts from 1.155 to 0.832 and left the contrast in place
Results / 7. Remedies,paragraph 2,1,0.832,data,notes/review_results/inference_rows_deconv.csv,"line 8; the line holds 0.8315179042720846; anchor: sts_deconv ts_gsr W60,primary",deconvolved pre_dmt 0.8315,ok, Text) lowered r₁ from 0.848 to 0.783 and sts from 1.155 to 0.832 and left the contrast in place (−0.0782
Results / 7. Remedies,paragraph 2,1,−0.0782,data,notes/review_results/partB/inference_revision.csv,"line 153; the line holds -0.07819359277964044; anchor: pickle,sts_deconv ts_gsr W60,primary,did,",B21,ok,"and sts from 1.155 to 0.832 and left the contrast in place (−0.0782, p = 0.0013). At TR 2 s it changes the "
Results / 7. Remedies,paragraph 2,1,0.0013,data,notes/review_results/partB/inference_revision.csv,"line 153; the line holds 0.0013427734375; anchor: pickle,sts_deconv ts_gsr W60,primary,did,",B21,ok,"1.155 to 0.832 and left the contrast in place (−0.0782, p = 0.0013). At TR 2 s it changes the operating po"
Results / 7. Remedies,paragraph 2,1,2,design,notes/review_results/partB/whitened_spectrum_tables.md,line 4; anchor: TR 2 s,TR 2 s,ok,"and left the contrast in place (−0.0782, p = 0.0013). At TR 2 s it changes the operating point, not t"
Results / 7. Remedies,paragraph 3,1,60,design,notes/review_results/logs/sts_matched_null_F2.log,line 9; anchor: W= 60:,W = 60,ok,rent covariance: on the two data-like matched pairs the W = 60 estimator returned +7 % ± 8 % and −8 % 
Results / 7. Remedies,paragraph 3,1,+7,data,notes/review_results/logs/sts_matched_null_F2.log,line 9; the line holds +7; anchor: W= 60: est sts baseline 0.8056,F2 (ii) +7 %,ok,e two data-like matched pairs the W = 60 estimator returned +7 % ± 8 % and −8 % ± 6 % of the observed 
Results / 7. Remedies,paragraph 3,1,8,derived,,derived: ± 0.0065 / 0.0809 = 8.0 % (F2 log line 9; the observed DiD −0.0809),,ok,ata-like matched pairs the W = 60 estimator returned +7 % ± 8 % and −8 % ± 6 % of the observed contra
Results / 7. Remedies,paragraph 3,1,−8,data,notes/review_results/logs/sts_matched_null_F3.log,line 17; the line holds -8; anchor: W= 60: est sts baseline 1.1862,F3 (b) −8 %,ok, matched pairs the W = 60 estimator returned +7 % ± 8 % and −8 % ± 6 % of the observed contrast and th
Results / 7. Remedies,paragraph 3,1,6,derived,,derived: ± 0.0047 / 0.0809 = 5.8 % (F3 log line 17),,ok,d pairs the W = 60 estimator returned +7 % ± 8 % and −8 % ± 6 % of the observed contrast and the 840-
Results / 7. Remedies,paragraph 3,1,840,design,notes/review_results/logs/sts_matched_null_F2.log,line 10; anchor: W=840:,840 samples,ok, +7 % ± 8 % and −8 % ± 6 % of the observed contrast and the 840-sample fit +29 % and +2 % (S16 Table). 
Results / 7. Remedies,paragraph 3,1,+29,data,notes/review_results/logs/sts_matched_null_F2.log,line 10; the line holds +29; anchor: W=840: est sts baseline 1.3037,F2 (ii) at 840,ok, −8 % ± 6 % of the observed contrast and the 840-sample fit +29 % and +2 % (S16 Table). The global fit'
Results / 7. Remedies,paragraph 3,1,+2,data,notes/review_results/logs/sts_matched_null_F3.log,line 18; the line holds +2; anchor: W=840: est sts baseline 1.3396,F3 (b) at 840,ok,% of the observed contrast and the 840-sample fit +29 % and +2 % (S16 Table). The global fit's pre/pos
Results / 7. Remedies,paragraph 3,1,2,label,,,TDMI = 2S: formula,ok,"ependence it addresses is r₁'s route into sts, since TDMI = 2S depends on r₁ alone."
Discussion / What the finding is and is not,paragraph 1,1,1,label,,,AR(1): a name,ok, is what the estimator responds to. On the family of two AR(1) processes correlated only at lag 0 the
Discussion / What the finding is and is not,paragraph 1,1,0,label,,,lag-0: a name,ok,On the family of two AR(1) processes correlated only at lag 0 the Gaussian-MMI synergy atom is the tw
Discussion / What the finding is and is not,paragraph 1,2,1,label,,,"AR(1), lag-1: names",ok,therefore inherits the dependence of self-information on lag-1 autocorrelation: per standard deviatio
Discussion / What the finding is and is not,paragraph 1,1,4.7,data,notes/review_results/partB/aligned_directed_tables.md,line 27; the line holds 4.66; anchor: ratio (6.0705 × SD_r₁)/(0.1892 × SD_|q|) 4.66,4.66,ok,ion of the pairs' variation within a window r₁ outweighs |q| 4.7-fold in population and 1.4-fold in the
Discussion / What the finding is and is not,paragraph 1,1,1.4,derived,,derived: (5.126 × 0.0284) / (0.528 × 0.1957) = 1.41 (AD lines 27 and 29),,ok, within a window r₁ outweighs |q| 4.7-fold in population and 1.4-fold in the windowed estimator's own d
Discussion / What the finding is and is not,paragraph 2,1,−0.081,data,notes/review_results/partB/inference_revision.csv,"line 627; the line holds -0.08086620932182387; anchor: pickle,sts ts_gsr W60,primary,did",mean −0.08087,ok,"ith the data's spectrum gives for the same fall of pair r₁ (−0.081 against −0.094), the regional map follo"
Discussion / What the finding is and is not,paragraph 2,1,−0.094,data,notes/review_results/partB/bandpassed_expectations_tables.md,line 12; the line holds -0.09441; anchor: | observed sts | -0.09441,"B24, condition (i): −0.09441",ok,"spectrum gives for the same fall of pair r₁ (−0.081 against −0.094), the regional map follows regional r₁,"
